City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,rundu,-17.9333,19.7667,31.34,13,0,5.26,NA,1715247870
361,hadibu,12.65,54.0333,31.33,61,99,1.28,YE,1715247742
362,tsiombe,-25.3,45.4833,29.95,39,0,3.07,MG,1715247871
363,pahrump,36.2083,-115.9839,16.94,24,52,4.47,US,1715247871
364,murghob,38.1702,73.9667,8.35,32,26,3.7,TJ,1715247871
365,madridejos,39.4682,-3.532,20.38,36,100,3.06,ES,1715247871
366,vila franca do campo,37.7167,-25.4333,18.27,99,78,2.4,PT,1715247871
367,okhotsk,59.3833,143.3,0.18,88,100,2.96,RU,1715247872
368,celestun,20.8667,-90.4,26.93,78,95,7.25,MX,1715247872
369,benguela,-12.5763,13.4055,31.0,59,86,3.71,AO,1715247872
370,khanty-mansiysk,61.0042,69.0019,11.17,87,75,7.15,RU,1715247872
371,la'ie,21.6477,-157.9253,24.98,85,2,1.34,US,1715247872
372,xiangxiang,27.7333,112.5333,19.98,80,100,1.3,CN,1715247872
373,krasnyy kholm,58.0607,37.1203,1.78,67,100,8.4,RU,1715247873
374,trincomalee,8.5711,81.2335,29.59,77,83,6.32,LK,1715247873
375,isla vista,34.4133,-119.861,15.46,85,100,3.09,US,1715247873
376,saint-francois,46.4154,3.9054,16.49,76,75,2.57,FR,1715247873
377,takoradi,4.8845,-1.7554,28.99,76,100,1.34,GH,1715247873
378,sarmiento,-45.5882,-69.07,3.74,75,72,2.71,AR,1715247873
379,tibati,6.4667,12.6333,32.44,42,89,1.75,CM,1715247874
380,karratha,-20.7377,116.8463,26.22,47,0,2.56,AU,1715247874
381,kourou,5.1552,-52.6478,26.03,89,98,2.3,GF,1715247874
382,arroio grande,-32.2375,-53.0869,8.7,86,1,3.61,BR,1715247874
383,binzhou,37.3667,118.0167,28.25,24,49,5.76,CN,1715247874
384,leticia,-4.2153,-69.9406,26.03,100,40,0.0,CO,1715247875
385,bangassou,4.7413,22.8184,33.65,42,60,1.82,CF,1715247742
386,pyapon,16.2833,95.6833,36.19,37,20,6.83,MM,1715247875
387,barcelos,41.5388,-8.6151,22.18,48,100,1.54,PT,1715247875
388,port lincoln,-34.7333,135.8667,15.17,83,0,4.49,AU,1715247875
389,luderitz,-26.6481,15.1594,22.06,53,2,8.27,NA,1715247743
390,forster,-32.1667,152.5167,15.21,100,48,2.94,AU,1715247875
391,grand falls-windsor,48.9332,-55.6649,4.17,86,7,3.32,CA,1715247671
392,bhongir,17.5108,78.8889,34.61,31,1,5.71,IN,1715247876
393,san julian,21.0167,-102.1667,19.98,20,63,0.48,MX,1715247876
394,geraldton,-28.7667,114.6,24.23,64,100,6.17,AU,1715247876
395,lerici,44.0759,9.9112,24.8,50,100,3.58,IT,1715247876
396,boguchany,58.3814,97.4531,8.81,62,100,4.47,RU,1715247876
397,harstad,68.799,16.5293,7.31,90,100,6.71,NO,1715247877
398,tabou,4.423,-7.3528,30.26,71,73,2.11,CI,1715247731
399,palmerston north,-40.35,175.6167,3.76,77,3,0.89,NZ,1715247827
400,goure,13.9835,10.2704,40.03,8,60,5.09,NE,1715247877
401,kudahuvadhoo,2.6708,72.8944,29.19,76,99,4.5,MV,1715247745
402,houlton,46.1262,-67.8403,5.23,93,100,4.63,US,1715247877
403,show low,34.2542,-110.0298,6.64,49,0,2.57,US,1715247686
404,auki,-8.7676,160.7034,25.48,91,100,1.7,SB,1715247878
405,fabens,31.5023,-106.1586,23.62,28,0,4.59,US,1715247878
406,pollock pines,38.7613,-120.5866,12.28,26,0,8.75,US,1715247878
407,cabo san lucas,22.8909,-109.9124,22.64,35,17,5.81,MX,1715247357
408,florence,43.7667,11.25,23.72,56,20,3.58,IT,1715247878
409,huanuco,-9.9329,-76.2415,16.13,83,71,0.67,PE,1715247878
410,labrador city,52.9463,-66.9114,1.21,52,0,2.06,CA,1715247879
411,prainha,-1.8,-53.48,23.19,99,64,1.0,BR,1715247879
412,marathon,44.9,-89.7668,9.86,84,0,3.6,US,1715247879
413,richards bay,-28.783,32.0377,29.07,46,0,4.3,ZA,1715247742
414,tokar,18.4254,37.729,33.76,42,1,6.64,SD,1715247879
415,acapulco de juarez,16.8634,-99.8901,23.9,83,20,3.09,MX,1715247879
416,rio grande,-32.035,-52.0986,12.22,84,11,6.19,BR,1715247704
417,porto novo,6.4965,2.6036,30.9,56,99,4.24,BJ,1715247880
418,kalundborg,55.6795,11.0886,15.74,83,96,4.09,DK,1715247880
419,galliano,29.4422,-90.2992,27.0,78,100,4.63,US,1715247880
420,smithers,54.7804,-127.1743,3.18,81,0,0.0,CA,1715247604
421,east london,-33.0153,27.9116,23.52,73,40,3.09,ZA,1715247724
422,uliastay,47.7417,96.8444,13.6,29,29,8.5,MN,1715247880
423,bodaybo,57.8506,114.1933,10.87,74,97,1.44,RU,1715247881
424,ta`u,-14.2336,-169.5144,28.56,79,100,6.63,AS,1715247881
425,broome,42.2506,-75.833,11.45,87,100,5.66,US,1715247803
426,carnarvon,-24.8667,113.6333,23.99,61,100,3.35,AU,1715247711
427,santa cruz,-17.8,-63.1667,19.7,94,75,7.72,BO,1715247881
428,souillac,-20.5167,57.5167,27.21,65,75,7.2,MU,1715247881
429,mbale,1.0821,34.175,25.99,73,100,1.72,UG,1715247881
430,ouarzazat,30.9189,-6.8934,27.16,11,0,1.03,MA,1715247882
431,motueka,-41.1333,173.0167,6.72,75,0,2.19,NZ,1715247882
432,mil'kovo,55.6078,37.7956,4.08,51,100,7.36,RU,1715247882
433,manta,-0.95,-80.7333,24.88,88,75,2.57,EC,1715247858
434,boa vista,2.8197,-60.6733,25.99,89,20,1.03,BR,1715247882
435,barra de santo antonio,-9.4047,-35.5072,24.6,84,16,6.93,BR,1715247883
436,wisla,49.6563,18.8591,15.38,51,24,4.38,PL,1715247883
437,quellon,-43.1167,-73.6167,7.18,87,97,4.45,CL,1715247883
438,tari,12.4086,4.4914,38.72,28,64,4.53,NG,1715247883
439,campos belos,-13.0367,-46.7717,17.62,72,1,1.71,BR,1715247883
440,lazaro cardenas,17.9583,-102.2,22.29,90,48,1.0,MX,1715247883
441,hanceville,34.0607,-86.7675,24.95,97,47,3.97,US,1715247884
442,macapa,0.0389,-51.0664,25.99,94,100,1.54,BR,1715247884
443,bakanas,44.8081,76.2772,34.47,15,28,5.62,KZ,1715247884
444,serov,59.6033,60.5787,6.41,44,55,5.52,RU,1715247884
445,remire-montjoly,4.9167,-52.2667,26.02,94,75,1.03,GF,1715247741
446,villa vasquez,19.7411,-71.4464,22.38,93,48,1.32,DO,1715247884
447,deyang,31.1302,104.382,23.57,62,90,2.24,CN,1715247885
448,taikang,46.8333,124.4167,20.63,18,86,4.47,CN,1715247885
449,elista,46.3078,44.2558,17.54,25,0,4.0,RU,1715247876
450,nar'yan-mar,67.6713,53.087,-1.61,95,100,11.62,RU,1715247885
451,christchurch,-43.5333,172.6333,1.38,93,3,0.0,NZ,1715247564
452,kabalo,-6.05,26.9167,33.15,42,72,3.09,CD,1715247885
453,batticaloa,7.7102,81.6924,31.59,64,99,5.61,LK,1715247885
454,sola,-13.8833,167.55,27.37,65,75,4.12,VU,1715247725
455,callao,-12.0667,-77.15,19.84,88,100,1.03,PE,1715247886
456,garissa,-0.4536,39.6401,32.81,43,76,9.45,KE,1715247886
457,togur,58.3631,82.8265,13.97,39,100,3.13,RU,1715247886
458,margate,51.3813,1.3862,17.15,76,80,2.68,GB,1715247735
459,kone,-21.0595,164.8658,20.97,68,62,0.93,NC,1715247886
460,zaozersk,69.4005,32.4476,-0.81,78,96,4.33,RU,1715247887
461,morehead city,34.7229,-76.726,23.34,84,20,3.6,US,1715247553
462,la passe,45.5549,-0.8967,19.12,68,6,5.67,FR,1715247887
463,sitka,57.0531,-135.33,6.94,81,100,6.17,US,1715247715
464,gulu,2.7746,32.299,26.45,69,71,2.25,UG,1715247887
465,boju,7.3783,7.9112,31.6,60,98,3.91,NG,1715247887
466,arawa,-6.2132,155.5367,25.39,97,100,0.79,PG,1715247887
467,chingirlau,51.095,54.0814,11.87,37,20,7.25,KZ,1715247888
468,road town,18.4167,-64.6167,25.48,76,20,6.1,VG,1715247888
469,praia,14.9215,-23.5087,26.3,57,0,1.03,CV,1715247888
470,sao joao da barra,-21.6403,-41.0511,23.49,88,2,3.52,BR,1715247888
471,jertih,5.7336,102.4897,31.21,66,37,4.68,MY,1715247888
472,phrai bueng,14.7483,104.3626,36.17,41,57,1.93,TH,1715247888
473,hereford,52.0568,-2.7148,19.45,70,99,1.62,GB,1715247889
474,olavarria,-36.8927,-60.3225,3.2,56,0,3.27,AR,1715247889
475,kayangel,8.0823,134.7173,28.52,79,60,5.65,PW,1715247889
476,akhmet'a,42.0311,45.2075,20.29,64,45,2.53,GE,1715247889
477,mahibadhoo,3.7833,72.9667,29.75,76,65,5.24,MV,1715247889
478,dabas,47.1859,19.3109,21.59,49,100,4.82,HU,1715247890
479,malango,-2.9627,119.9001,21.14,100,100,0.58,ID,1715247890
480,hailin,44.5833,129.4167,14.98,28,65,2.83,CN,1715247890
481,viborg,56.4532,9.402,14.0,72,100,7.05,DK,1715247890
482,jijiga,9.35,42.8,26.47,49,46,4.25,ET,1715247890
483,monrovia,6.3005,-10.7969,28.32,79,100,0.93,LR,1715247890
484,vuktyl,63.8567,57.3094,-0.5,85,100,1.79,RU,1715247891
485,makokou,0.5738,12.8642,29.72,61,97,1.05,GA,1715247891
486,kiruna,67.8557,20.2251,0.51,75,40,5.14,SE,1715247891
487,howrah,22.5892,88.3103,23.0,100,100,3.09,IN,1715247891
488,korla,41.7597,86.1469,31.35,7,0,5.42,CN,1715247722
489,qujing,25.4833,103.7833,18.94,65,100,5.73,CN,1715247891
490,aleg,17.0481,-13.9209,39.26,6,14,5.27,MR,1715247892
491,kerikeri,-35.2268,173.9474,9.39,83,35,1.34,NZ,1715247892
492,were ilu,10.6,39.4333,22.93,37,90,5.65,ET,1715247892
493,dom pedro,-4.4833,-44.45,23.53,94,64,0.85,BR,1715247892
494,nyanguge,-2.55,33.2,26.84,66,54,3.96,TZ,1715247892
495,lerwick,60.1545,-1.1494,10.0,82,94,4.44,GB,1715247893
496,umkirch,48.0333,7.7667,18.71,69,34,3.71,DE,1715247893
497,naze,28.3667,129.4833,19.51,63,70,4.31,JP,1715247893
498,eirunepe,-6.6603,-69.8736,24.43,94,100,0.78,BR,1715247893
499,sao gabriel da cachoeira,-0.1303,-67.0892,23.02,99,98,0.82,BR,1715247739
500,koryazhma,61.3143,47.1691,-0.05,77,100,5.67,RU,1715247893
501,peschanokopskoye,46.1961,41.0775,14.17,40,96,3.16,RU,1715247894
502,mar del plata,-38.0023,-57.5575,8.01,72,0,4.12,AR,1715247727
503,aguada de pasajeros,22.385,-80.8508,22.53,89,29,1.89,CU,1715247894
504,necochea,-38.5473,-58.7368,7.05,67,21,5.69,AR,1715247894
505,yima,34.7381,111.8839,26.69,43,48,3.0,CN,1715247894
506,amboasary,-25.0333,46.3833,29.62,45,0,1.74,MG,1715247894
507,loiza,18.4313,-65.8802,26.37,90,40,0.0,PR,1715247894
508,timiryazevskoye,56.49,84.8769,19.97,26,97,2.07,RU,1715247895
509,bushehr,28.9684,50.8385,30.05,28,0,7.2,IR,1715247895
510,warrnambool,-38.3833,142.4833,12.77,86,86,3.78,AU,1715247840
511,kipushi,-11.7667,27.2333,25.26,40,43,4.48,CD,1715247895
512,nouadhibou,20.931,-17.0347,17.99,94,75,7.2,MR,1715247895
513,al faw,29.9776,48.4741,32.0,21,0,6.23,IQ,1715247895
514,opuwo,-18.0607,13.84,31.0,33,7,5.28,NA,1715247896
515,goianesia,-15.3175,-49.1175,17.85,75,0,1.38,BR,1715247896
516,bluefields,12.0137,-83.7635,25.84,90,91,1.79,NI,1715247896
517,safi,32.1667,-8.8333,28.53,19,82,4.9,MA,1715247896
518,zakamensk,50.3741,103.2863,4.47,61,94,5.95,RU,1715247896
519,singleton,-32.5667,151.1833,16.07,94,2,2.06,AU,1715247896
520,mongoumba,3.6415,18.5936,36.18,37,75,1.9,CF,1715247897
521,ola,59.5833,151.2833,3.41,87,34,1.74,RU,1715247704
522,vilyuchinsk,52.9306,158.4028,8.29,76,5,5.2,RU,1715247717
523,george town,5.4112,100.3354,31.96,74,20,4.12,MY,1715247897
524,mlimba,-8.8,35.8167,28.05,62,33,0.98,TZ,1715247897
525,les avirons,-21.2418,55.3394,26.05,61,0,13.89,RE,1715247897
526,san clemente del tuyu,-36.3569,-56.7235,3.88,65,0,7.22,AR,1715247898
527,bismarck,46.8083,-100.7837,10.48,88,100,4.12,US,1715247842
528,nikol'sk,53.7189,46.0712,3.82,60,100,7.39,RU,1715247898
529,nieves,15.3274,120.9485,36.73,53,9,5.61,PH,1715247898
530,prince rupert,54.3161,-130.3201,9.83,81,100,5.66,CA,1715247741
531,tamanrasset,22.785,5.5228,33.95,8,0,4.12,DZ,1715247898
532,san sebastian de la gomera,28.0916,-17.1133,25.21,78,20,3.09,ES,1715247899
533,new norfolk,-42.7826,147.0587,12.73,99,80,0.89,AU,1715247718
534,pundong,-7.9522,110.3486,26.95,84,44,4.87,ID,1715247899
535,nguigmi,14.2495,13.1092,37.89,14,18,5.41,NE,1715247899
536,lhasa,29.65,91.1,10.38,59,100,4.77,CN,1715247899
537,parang,7.3704,124.2697,26.77,86,80,3.13,PH,1715247899
538,carolina beach,34.0352,-77.8936,23.95,94,96,2.82,US,1715247899
539,enriquillo,17.9,-71.2333,24.11,90,76,4.29,DO,1715247900
540,pompeu,-19.2244,-44.9353,17.24,89,0,0.93,BR,1715247900
541,arno,60.1167,18.6333,4.32,75,100,2.81,SE,1715247900
542,grand-bassam,5.2118,-3.7388,29.98,75,86,2.4,CI,1715247900
543,pangody,65.85,74.4859,-1.48,97,100,8.5,RU,1715247901
544,newman,37.3138,-121.0208,14.05,61,0,0.89,US,1715247901
545,namibe,-15.1961,12.1522,28.14,54,60,4.63,AO,1715247737
546,buka,40.8108,69.1986,27.74,33,78,9.74,UZ,1715247901
547,villa gesell,-37.2639,-56.973,6.75,69,1,7.53,AR,1715247738
548,port macquarie,-31.4333,152.9167,16.05,73,56,2.86,AU,1715247874
549,kirakira,-10.4544,161.9205,26.53,81,98,3.9,SB,1715247901
550,san miguel,13.4833,-88.1833,26.02,85,99,0.51,SV,1715247902
551,iisalmi,63.5592,27.1907,7.12,32,20,1.89,FI,1715247902
552,shadegan,30.6497,48.6647,31.97,12,0,7.89,IR,1715247902
553,egilsstadir,65.2653,-14.3948,5.95,45,0,4.12,IS,1715247709
554,pemba,-12.974,40.5178,31.39,62,20,9.26,MZ,1715247903
555,saipan,15.1355,145.701,29.39,79,40,4.63,MP,1715247730
556,ghanzi,-21.5667,21.7833,28.29,16,0,6.51,BW,1715247903
557,muroto-misakicho,33.2833,134.15,17.46,47,0,1.1,JP,1715247903
558,hays,30.0502,-98.0336,24.47,96,86,1.34,US,1715247903
559,hangha,7.9411,-11.14,31.15,64,94,0.43,SL,1715247904
560,moree,-29.4667,149.85,20.5,52,95,5.41,AU,1715247904
561,lamar,33.6668,-95.5836,17.58,98,0,2.79,US,1715247749
562,veraval,20.9,70.3667,30.28,64,0,5.72,IN,1715247904
563,mogocha,53.7333,119.7667,15.51,19,75,2.38,RU,1715247904
564,prince george,53.9166,-122.753,7.69,57,0,3.6,CA,1715247905
565,sao felix do xingu,-6.6447,-51.995,21.56,93,38,1.02,BR,1715247905
566,saint-joseph,-21.3667,55.6167,27.21,74,37,7.07,RE,1715247905
567,fort bragg,35.139,-79.006,20.91,88,100,2.06,US,1715247905
568,paita,-5.0892,-81.1144,20.46,83,98,4.94,PE,1715247906
569,upata,8.0086,-62.3989,24.55,83,95,3.92,VE,1715247906
570,indianola,41.3581,-93.5574,12.27,91,18,4.22,US,1715247872
571,birjand,32.8663,59.2211,29.26,16,40,7.2,IR,1715247906
572,bhaisa,19.1,77.9667,32.9,36,80,7.66,IN,1715247907
573,muriti,-1.9833,32.9167,22.58,74,91,3.92,TZ,1715247907
574,olinda,-8.0089,-34.8553,24.85,100,75,2.06,BR,1715247907
575,filadelfia,39.9523,-75.1638,17.44,76,75,0.0,US,1715247620
576,colwyn bay,53.2948,-3.7267,17.68,71,99,1.34,GB,1715247907
577,nuriootpa,-34.4833,139.0,15.36,54,0,3.11,AU,1715247907
578,butte,39.6499,-121.5677,14.55,41,0,3.64,US,1715247908
579,katsuren-haebaru,26.3369,127.8719,24.43,57,20,6.17,JP,1715247908
580,broken hill,-31.95,141.4333,14.88,79,61,2.23,AU,1715247704
581,umm kaddadah,13.6017,26.6876,37.03,7,37,4.17,SD,1715247908
582,wichita falls,33.9137,-98.4934,17.92,80,0,3.09,US,1715247792
583,kani keli,-12.9536,45.1033,30.59,70,93,6.71,YT,1715247908
584,khovd,48.0056,91.6419,19.94,19,1,2.82,MN,1715247909
